year,sitename,sex,violence score
2015,"Broward County, FL (FT)",Male,37.62232201912226
2015,"Los Angeles, CA (LO)",Female,18.212397784521812
2015,"Los Angeles, CA (LO)",Male,32.722713201788096
2015,"Miami-Dade County, FL (MM)",Female,20.02801043333582
2015,"Miami-Dade County, FL (MM)",Male,46.35191523043662
2015,"New York City, NY (NYC)",Female,22.830246440891194
2015,"New York City, NY (NYC)",Male,41.336090149349964
2015,"Orange County, FL (OL)",Female,17.796599000326196
2015,"Orange County, FL (OL)",Male,49.0546311901214
2015,"Palm Beach County, FL (PB)",Female,18.488549896239125
2015,"Palm Beach County, FL (PB)",Male,46.82925962768225
2015,"Philadelphia, PA (PH)",Female,32.36608567962715
2015,"Philadelphia, PA (PH)",Male,55.1502287989114
2015,"San Diego, CA (SA)",Female,13.070921435657915
2015,"San Diego, CA (SA)",Male,40.737720734967425
2015,"San Francisco, CA (SF)",Female,16.707769221735703
2015,"San Francisco, CA (SF)",Male,31.50843150843151
2017,"Borough of Bronx, NY (NYG)",Female,31.465812335077004
2017,"Borough of Bronx, NY (NYG)",Male,51.64663488950214
2017,"Borough of Brooklyn, NY (NYH)",Female,25.459706487084933
2017,"Borough of Brooklyn, NY (NYH)",Male,54.747646970089086
2017,"Borough of Manhattan, NY (NYI)",Female,19.575957784546745
2017,"Borough of Manhattan, NY (NYI)",Male,46.408690824367824
2017,"Borough of Queens, NY (NYJ)",Female,20.00197403548745
2017,"Borough of Queens, NY (NYJ)",Male,50.17920745251955
2017,"Borough of Staten Island, NY (NYK)",Female,16.424568459520433
2017,"Borough of Staten Island, NY (NYK)",Male,49.93844339378641
2017,"Broward County, FL (FT)",Female,14.918888859925799
2017,"Broward County, FL (FT)",Male,34.47084614745242
2017,"Chicago, IL (CH)",Female,24.375714454899818
2017,"Chicago, IL (CH)",Male,39.03041437535426
2017,"Los Angeles, CA (LO)",Female,15.951470625691591
2017,"Los Angeles, CA (LO)",Male,31.491975457492703
2017,"Miami-Dade County, FL (MM)",Female,17.222332827734917
2017,"Miami-Dade County, FL (MM)",Male,38.28301401783022
2017,"New York City, NY (NYC)",Female,23.13484432347609
2017,"New York City, NY (NYC)",Male,51.01548749616108
2017,"Orange County, FL (OL)",Female,23.01246168623864
2017,"Orange County, FL (OL)",Male,40.277904232296564
2017,"Palm Beach County, FL (PB)",Female,20.35007189451564
2017,"Palm Beach County, FL (PB)",Male,39.704387822304454
2017,"Philadelphia, PA (PH)",Female,26.714346372273233
2017,"Philadelphia, PA (PH)",Male,40.30485496265967
2017,"San Diego, CA (SA)",Female,11.123828937594121
2017,"San Diego, CA (SA)",Male,26.637921193325596
2017,"San Francisco, CA (SF)",Female,16.37907231886076
2017,"San Francisco, CA (SF)",Male,31.74286261378019
